"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"71560099999","2025-01-11","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  11.2"," 8","   7.4"," 8","1007.7"," 8","975.7"," 8","999.9"," 0","  7.1"," 8","  8.9","999.9","  16.2","*","   7.5","*"," 0.03","G","  4.7","000000"
"71560099999","2025-01-12","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   3.3"," 8","   0.0"," 8","1016.2"," 8","983.8"," 8","999.9"," 0"," 17.8"," 8"," 27.0","999.9","  16.3"," ","  -6.7"," "," 0.04","G","999.9","000000"
"71560099999","2025-01-13","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -9.7"," 8"," -14.8"," 8","1026.4"," 8","992.0"," 8","999.9"," 0","  9.0"," 8"," 14.0","999.9","  -7.4","*"," -12.6","*"," 0.00","G","  4.7","000000"
"71560099999","2025-01-14","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -11.0"," 8"," -16.8"," 8","1033.9"," 8","999.0"," 8","999.9"," 0","  7.2"," 8"," 11.1","999.9","  -0.9","*"," -16.4","*"," 0.00","G","  5.1","000000"
"71560099999","2025-01-15","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  10.8"," 8","   6.3"," 8","1019.2"," 8","986.1"," 8","999.9"," 0"," 13.6"," 8"," 18.1","999.9","  34.0","*","  -3.1","*"," 0.00","G","  4.7","000000"
"71560099999","2025-01-16","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  27.3"," 8","  23.0"," 8","1012.8"," 8","982.3"," 8","999.9"," 0"," 13.6"," 8"," 21.0","999.9","  35.8","*","  16.0","*"," 0.00","G","  4.7","000000"
"71560099999","2025-01-17","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  25.4"," 8","  22.9"," 8"," 997.7"," 8","967.4"," 8","999.9"," 0"," 21.9"," 8"," 36.9","999.9","  36.1"," ","  15.1"," "," 0.00","G","  4.7","000000"
"71560099999","2025-01-18","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -4.6"," 8"," -10.5"," 8","1027.8"," 8","994.5"," 8","999.9"," 0"," 18.6"," 8"," 24.1","999.9","   6.4","*"," -11.2","*"," 0.01","G","  5.1","000000"
"71560099999","2025-01-19","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -16.8"," 8"," -23.9"," 8","1035.4"," 8","999.9"," 8","999.9"," 0","  9.9"," 8"," 15.0","999.9","  -1.3"," "," -21.6"," "," 0.00","G","  5.1","000000"
"71560099999","2025-01-20","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -21.0"," 8"," -28.1"," 8","1038.6"," 8","002.6"," 8","999.9"," 0"," 10.6"," 8"," 14.0","999.9"," -12.5"," "," -27.0"," "," 0.00","G","  5.1","000000"
"71560099999","2025-01-21","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -14.4"," 8"," -21.6"," 8","1027.3"," 8","991.7"," 8","999.9"," 0"," 12.3"," 8"," 24.1","999.9","   3.2","*"," -22.4","*"," 0.00","G","  5.1","000000"
"71560099999","2025-01-22","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   8.0"," 7","   4.6"," 7","1012.9"," 7","980.1"," 7","999.9"," 0"," 13.7"," 7"," 22.9","999.9","  12.7","*","   1.4","*"," 0.02","G","  6.7","000000"
"71560099999","2025-01-23","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -8.4"," 6"," -13.2"," 6","1032.9"," 6","998.6"," 6","999.9"," 0","  7.0"," 6"," 13.0","999.9","  -1.5","*"," -14.6","*"," 0.00","G","  5.1","000000"
"71560099999","2025-01-24","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  13.1"," 8","   9.7"," 8","1013.9"," 8","981.4"," 8","999.9"," 0"," 12.0"," 8"," 15.9","999.9","  25.7","*","   4.8","*"," 0.01","G","  5.1","000000"
"71560099999","2025-01-25","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  15.9"," 8","  13.1"," 8","1013.2"," 8","981.8"," 8","999.9"," 0"," 17.6"," 8"," 34.0","999.9","  27.3"," ","   8.1"," "," 0.02","G","  4.7","000000"
"71560099999","2025-01-26","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  16.1"," 8","   9.7"," 8","1020.2"," 8","988.1"," 8","999.9"," 0"," 10.2"," 8"," 15.9","999.9","  26.6","*","   5.2","*"," 0.00","G","  5.9","000000"
"71560099999","2025-01-27","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  26.8"," 8","  21.2"," 8","1007.0"," 8","976.4"," 8","999.9"," 0"," 14.1"," 8"," 17.1","999.9","  33.4","*","  18.9","*"," 0.00","G","  5.9","000000"
"71560099999","2025-01-28","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  28.3"," 8","  21.5"," 8","1001.5"," 8","971.3"," 8","999.9"," 0"," 15.9"," 8"," 26.0","999.9","  35.6"," ","  19.6"," "," 0.00","G","  5.9","000000"
"71560099999","2025-01-29","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  18.7"," 8","  12.5"," 8","1011.0"," 8","980.1"," 8","999.9"," 0"," 10.4"," 8"," 24.1","999.9","  37.4"," ","  11.8"," "," 0.00","G","  4.7","000000"
"71560099999","2025-01-30","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  22.4"," 8","  21.6"," 8","1009.0"," 8","978.1"," 8","999.9"," 0","  4.2"," 8"," 12.0","999.9","  29.7"," ","  10.2"," "," 0.00","G","  4.7","000000"
"71560099999","2025-01-31","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   6.6"," 7","   2.4"," 7","1023.5"," 7","991.3"," 7","999.9"," 0"," 12.1"," 7"," 18.1","999.9","  26.8"," ","  -8.0"," "," 0.00","G","  5.1","000000"
"71560099999","2025-02-01","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   6.8"," 8","  -1.5"," 8","1023.0"," 8","989.7"," 8","999.9"," 0"," 10.0"," 8"," 14.0","999.9","  23.5","*","  -5.3","*"," 0.00","G","  4.7","000000"
"71560099999","2025-02-02","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  18.1"," 8","  13.8"," 8","1011.2"," 8","979.9"," 8","999.9"," 0"," 13.1"," 8"," 19.0","999.9","  25.9"," ","   0.3"," "," 0.02","G","  4.7","000000"
"71560099999","2025-02-03","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -1.0"," 8","  -8.5"," 8","1025.2"," 8","992.0"," 8","999.9"," 0"," 12.1"," 8"," 18.1","999.9","   2.8","*","  -4.4","*"," 0.00","G","  5.1","000000"
"71560099999","2025-02-04","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -8.2"," 8"," -15.3"," 8","1042.0"," 8","007.2"," 8","999.9"," 0","  6.4"," 8"," 14.0","999.9","   1.8"," "," -15.3"," "," 0.01","G","  5.1","000000"
"71560099999","2025-02-05","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   3.5"," 8","  -4.1"," 8","1032.0"," 8","998.2"," 8","999.9"," 0","  5.5"," 8","  8.9","999.9","  13.1","*","  -2.4","*"," 0.00","G","  5.1","000000"
"71560099999","2025-02-06","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   8.0"," 8","   3.3"," 8","1009.9"," 8","977.6"," 8","999.9"," 0"," 15.6"," 8"," 22.9","999.9","  14.5"," ","  -0.0"," "," 0.06","G","  8.7","000000"
"71560099999","2025-02-07","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   2.7"," 7","  -2.8"," 7","1022.8"," 7","989.7"," 7","999.9"," 0","  7.3"," 7"," 11.1","999.9","  10.4"," ","  -6.5"," "," 0.00","G","  6.3","000000"
"71560099999","2025-02-08","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   2.1"," 8","  -3.9"," 8","1027.6"," 8","994.3"," 8","999.9"," 0","  6.5"," 8"," 12.0","999.9","  12.9"," ","  -6.5"," "," 0.00","G","  5.9","000000"
"71560099999","2025-02-09","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -1.7"," 7","  -7.1"," 7","1028.2"," 7","994.4"," 7","999.9"," 0","  5.4"," 7","  7.0","999.9","   8.6"," ","  -7.8"," "," 0.00","G","  5.9","000000"
"71560099999","2025-02-10","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -2.8"," 7","  -8.2"," 7","1033.8"," 7","000.0"," 7","999.9"," 0","  8.6"," 7"," 14.0","999.9","  11.1"," ","  -8.3"," "," 0.00","G","  5.9","000000"
"71560099999","2025-02-11","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -15.1"," 6"," -22.4"," 6","1036.0"," 6","001.0"," 6","999.9"," 0","  8.2"," 6"," 11.1","999.9","   0.9"," "," -19.8"," "," 0.00","G","  5.9","000000"
"71560099999","2025-02-12","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -9.3"," 8"," -16.4"," 8","1027.1"," 8","992.5"," 8","999.9"," 0","  7.5"," 8","  9.9","999.9","   3.2"," "," -21.6"," "," 0.00","G","  5.9","000000"
"71560099999","2025-02-13","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -12.9"," 8"," -19.1"," 8","1027.6"," 8","992.5"," 8","999.9"," 0","  5.4"," 8"," 11.1","999.9","   4.1","*"," -22.9","*"," 0.00","G","  6.3","000000"
"71560099999","2025-02-14","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -3.6"," 8","  -9.6"," 8","1028.4"," 8","994.2"," 8","999.9"," 0","  7.9"," 8"," 15.0","999.9","   5.0"," "," -24.5"," "," 0.00","G","  6.3","000000"
"71560099999","2025-02-15","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -7.5"," 8"," -15.3"," 8","1035.1"," 8","000.6"," 8","999.9"," 0"," 10.6"," 8"," 13.0","999.9","   2.8"," "," -13.5"," "," 0.00","G","  6.7","000000"
"71560099999","2025-02-16","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -11.4"," 8"," -17.1"," 8","1032.8"," 8","997.9"," 8","999.9"," 0","  7.6"," 8"," 21.0","999.9","  -2.9"," "," -17.9"," "," 0.00","G","999.9","000000"
"71560099999","2025-02-17","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -17.3"," 8"," -23.8"," 8","1036.7"," 8","001.1"," 8","999.9"," 0"," 14.6"," 8"," 17.1","999.9","  -8.3"," "," -22.0"," "," 0.00","G","  5.9","000000"
"71560099999","2025-02-18","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -15.4"," 8"," -22.2"," 8","1047.0"," 8","011.0"," 8","999.9"," 0","  9.7"," 8"," 15.0","999.9","  -5.8","*"," -21.8","*"," 0.00","G","  5.5","000000"
"71560099999","2025-02-19","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA"," -10.6"," 8"," -18.4"," 8","1048.7"," 8","013.2"," 8","999.9"," 0","  7.1"," 8","  9.9","999.9","  -0.8","*"," -14.6","*"," 0.00","G","  5.5","000000"
"71560099999","2025-02-20","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  -8.8"," 7"," -17.0"," 7","1043.8"," 7","008.7"," 7","999.9"," 0","  3.4"," 7","  7.0","999.9","   2.7"," "," -18.0"," "," 0.00","G","  5.5","000000"
"71560099999","2025-02-21","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   6.9"," 8","  -2.4"," 8","1028.0"," 8","994.7"," 8","999.9"," 0"," 12.7"," 8"," 17.1","999.9","  18.1","*","   2.5","*"," 0.00","G","  5.1","000000"
"71560099999","2025-02-22","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  22.1"," 8","  17.8"," 8","1016.0"," 8","984.5"," 8","999.9"," 0","  4.8"," 8","  8.9","999.9","  28.4"," ","   1.4"," "," 0.00","G","  5.5","000000"
"71560099999","2025-02-23","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  20.5"," 8","  18.9"," 8","1010.0"," 8","978.9"," 8","999.9"," 0","  6.7"," 8"," 17.1","999.9","  34.5","*","  12.0","*"," 0.00","G","  5.1","000000"
"71560099999","2025-02-24","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  36.4"," 8","  32.5"," 8"," 997.4"," 8","967.8"," 8","999.9"," 0"," 14.0"," 8"," 18.1","999.9","  37.4","*","  35.1","*"," 0.00","G","  5.1","000000"
"71560099999","2025-02-25","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  32.0"," 8","  30.2"," 8","1007.4"," 8","977.5"," 8","999.9"," 0","  6.5"," 8","  9.9","999.9","  38.1"," ","  25.3"," "," 0.00","G","  4.3","000000"
"71560099999","2025-02-26","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  31.0"," 8","  30.3"," 8","1009.8"," 8","979.8"," 8","999.9"," 0","  8.5"," 8"," 13.0","999.9","  39.2"," ","  24.1"," "," 0.39","G","  2.8","000000"
"71560099999","2025-02-27","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  31.0"," 8","  27.5"," 8","1014.3"," 8","984.0"," 8","999.9"," 0"," 10.3"," 8"," 15.9","999.9","  35.6"," ","  24.1"," "," 0.00","G","  2.8","000000"
"71560099999","2025-02-28","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  30.7"," 5","  28.1"," 5","1001.7"," 5","971.7"," 5","999.9"," 0"," 21.4"," 5"," 26.0","999.9","  38.5","*","  11.7","*"," 0.00","G","999.9","000000"
"71560099999","2025-03-01","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","   5.8"," 8","  -2.9"," 8","1028.6"," 8","995.7"," 8","999.9"," 0","  9.5"," 8"," 20.0","999.9","  17.4","*","  -1.5","*"," 0.01","G","  2.4","000000"
"71560099999","2025-03-02","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  24.0"," 8","  14.8"," 8","1018.9"," 8","987.3"," 8","999.9"," 0"," 10.2"," 8"," 14.0","999.9","  38.5","*","  16.9","*"," 0.00","G","  2.4","000000"
"71560099999","2025-03-03","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  33.0"," 8","  28.5"," 8","1009.0"," 8","979.1"," 8","999.9"," 0","  5.9"," 8","  8.9","999.9","  40.8"," ","  18.5"," "," 0.00","G","  2.0","000000"
"71560099999","2025-03-04","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  28.4"," 8","  25.7"," 8","1012.8"," 8","982.6"," 8","999.9"," 0"," 14.4"," 8"," 18.1","999.9","  34.2","*","  24.4","*"," 0.00","G","  2.0","000000"
"71560099999","2025-03-05","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  20.2"," 8","  15.7"," 8","1016.9"," 8","985.6"," 8","999.9"," 0"," 11.1"," 8"," 21.0","999.9","  29.7"," ","  11.5"," "," 0.00","G","  2.0","000000"
"71560099999","2025-03-06","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  25.9"," 8","  19.2"," 8","1012.5"," 8","981.8"," 8","999.9"," 0"," 11.0"," 8"," 22.0","999.9","  32.2"," ","  11.5"," "," 0.00","G","  2.0","000000"
"71560099999","2025-03-07","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  22.6"," 8","  12.9"," 8","1013.7"," 8","982.8"," 8","999.9"," 0","  7.0"," 8","  9.9","999.9","  32.2"," ","  13.1"," "," 0.00","G","  1.6","000000"
"71560099999","2025-03-08","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  32.0"," 8","  25.9"," 8","1011.1"," 8","980.7"," 8","999.9"," 0","  8.0"," 8"," 17.1","999.9","  43.0","*","  24.6","*"," 0.00","G","  1.2","000000"
"71560099999","2025-03-09","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  37.3"," 8","  32.7"," 8","1007.7"," 8","978.1"," 8","999.9"," 0","  8.7"," 8"," 13.0","999.9","  43.3"," ","  27.1"," "," 0.00","G","  1.2","000000"
"71560099999","2025-03-10","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  31.7"," 8","  28.5"," 8","1001.6"," 8","972.0"," 8","999.9"," 0","  9.5"," 8"," 22.9","999.9","  36.9","*","  23.5","*"," 0.00","G","  0.8","000000"
"71560099999","2025-03-11","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  11.3"," 8","   3.5"," 8","1016.7"," 8","985.0"," 8","999.9"," 0"," 10.7"," 8"," 22.9","999.9","  34.0"," ","   3.9"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-12","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  22.2"," 7","  19.3"," 7","1011.6"," 7","980.3"," 7","999.9"," 0","  3.9"," 7","  6.0","999.9","  30.0","*","  19.6","*"," 0.03","G","  0.4","000000"
"71560099999","2025-03-13","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  32.3"," 8","  29.8"," 8","1009.2"," 8","979.0"," 8","999.9"," 0","  7.0"," 8"," 12.0","999.9","  41.9","*","  27.7","*"," 0.00","G","  0.4","000000"
"71560099999","2025-03-14","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  38.6"," 8","  33.8"," 8"," 992.2"," 8","963.2"," 8","999.9"," 0"," 10.5"," 8"," 20.0","999.9","  45.0"," ","  27.7"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-15","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  21.0"," 8","  15.4"," 8"," 997.4"," 8","967.1"," 8","999.9"," 0"," 28.1"," 8"," 33.0","999.9","  45.0"," ","  14.9"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-16","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  17.2"," 8","  10.3"," 8","1013.6"," 8","982.1"," 8","999.9"," 0","  7.0"," 8"," 19.0","999.9","  23.9"," ","   9.3"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-17","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  23.8"," 8","  21.1"," 8","1011.4"," 8","980.4"," 8","999.9"," 0","  8.1"," 8"," 13.0","999.9","  32.0","*","  18.9","*"," 0.10","G","  0.8","000000"
"71560099999","2025-03-18","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  27.9"," 8","  22.2"," 8","1014.2"," 8","983.7"," 8","999.9"," 0","  7.0"," 8","  9.9","999.9","  33.1"," ","  21.0"," "," 0.00","G","  2.8","000000"
"71560099999","2025-03-19","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  26.7"," 8","  22.2"," 8","1021.4"," 8","990.6"," 8","999.9"," 0","  6.5"," 8","  9.9","999.9","  32.2","*","  20.7","*"," 0.00","G","  1.2","000000"
"71560099999","2025-03-20","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  30.7"," 8","  25.2"," 8","1012.9"," 8","982.6"," 8","999.9"," 0","  7.3"," 8"," 14.0","999.9","  44.4","*","  20.1","*"," 0.00","G","  0.4","000000"
"71560099999","2025-03-21","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  24.6"," 8","  15.6"," 8","1006.9"," 8","976.7"," 8","999.9"," 0"," 13.6"," 8"," 20.0","999.9","  45.7"," ","  13.8"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-22","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  14.6"," 8","   4.2"," 8","1016.1"," 8","984.3"," 8","999.9"," 0","  8.8"," 8"," 13.0","999.9","  31.5"," ","   8.4"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-23","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  25.5"," 8","  17.9"," 8","1010.2"," 8","979.5"," 8","999.9"," 0"," 12.6"," 8"," 20.0","999.9","  31.5"," ","   8.4"," "," 0.02","G","  0.4","000000"
"71560099999","2025-03-24","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  23.7"," 8","  18.8"," 8","1013.1"," 8","982.1"," 8","999.9"," 0","  4.3"," 8"," 13.0","999.9","  41.5","*","  13.3","*"," 0.00","G","  0.4","000000"
"71560099999","2025-03-25","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  34.7"," 8","  29.1"," 8","1017.0"," 8","986.9"," 8","999.9"," 0","  4.8"," 8","  6.0","999.9","  46.4","*","  26.1","*"," 0.00","G","  0.4","000000"
"71560099999","2025-03-26","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  37.3"," 8","  32.1"," 8","1020.4"," 8","990.4"," 8","999.9"," 0","  6.8"," 8"," 11.1","999.9","  48.2"," ","  25.3"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-27","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  31.4"," 8","  24.0"," 8","1021.8"," 8","991.7"," 8","999.9"," 0","  8.2"," 8"," 14.0","999.9","  50.2"," ","  22.5"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-28","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  31.7"," 8","  27.0"," 8","1012.5"," 8","982.4"," 8","999.9"," 0"," 11.1"," 8"," 17.1","999.9","  34.9"," ","  22.5"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-29","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  28.8"," 8","  24.3"," 8","1019.7"," 8","989.1"," 8","999.9"," 0"," 11.0"," 8"," 14.0","999.9","  35.1","*","  24.1","*"," 0.02","G","  0.4","000000"
"71560099999","2025-03-30","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  28.6"," 8","  20.1"," 8","1021.0"," 8","990.2"," 8","999.9"," 0"," 11.0"," 8"," 17.1","999.9","  35.8"," ","  22.6"," "," 0.00","G","  0.4","000000"
"71560099999","2025-03-31","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  26.0"," 8","  14.7"," 8","1022.1"," 8","991.2"," 8","999.9"," 0","  9.3"," 8"," 17.1","999.9","  35.6","*","  16.9","*"," 0.00","G","  0.4","000000"
"71560099999","2025-04-01","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  31.1"," 8","  15.9"," 8","1016.2"," 8","985.8"," 8","999.9"," 0","  9.3"," 8"," 13.0","999.9","  37.8"," ","  16.9"," "," 0.00","G","  0.4","000000"
"71560099999","2025-04-02","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  33.3"," 8","  31.8"," 8","1006.2"," 8","976.4"," 8","999.9"," 0","  8.9"," 8"," 11.1","999.9","  39.2"," ","  26.4"," "," 0.11","G","  0.4","000000"
"71560099999","2025-04-03","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  34.2"," 8","  32.9"," 8","1008.4"," 8","978.5"," 8","999.9"," 0"," 11.1"," 8"," 15.9","999.9","  39.2"," ","  31.1"," "," 0.01","G","  0.4","000000"
"71560099999","2025-04-04","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  32.7"," 8","  27.0"," 8","1024.6"," 8","994.2"," 8","999.9"," 0","  6.1"," 8"," 12.0","999.9","  40.3"," ","  28.0"," "," 0.04","G","  0.8","000000"
"71560099999","2025-04-05","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  30.0"," 8","  19.5"," 8","1026.8"," 8","996.1"," 8","999.9"," 0"," 10.2"," 8"," 15.9","999.9","  41.2","*","  23.0","*"," 0.00","G","  0.4","000000"
"71560099999","2025-04-06","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  32.2"," 8","  24.6"," 8","1019.8"," 8","989.5"," 8","999.9"," 0","  9.4"," 8"," 20.0","999.9","  42.8"," ","  22.8"," "," 0.00","G","  0.4","000000"
"71560099999","2025-04-07","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  24.1"," 8","  12.1"," 8","1026.8"," 8","995.7"," 8","999.9"," 0","  7.2"," 8"," 17.1","999.9","  37.8"," ","  14.9"," "," 0.00","G","  0.4","000000"
"71560099999","2025-04-08","49.0","-97.2333333","242.0","EMERSON AUT MAN, CA","  32.2"," 8","  15.9"," 8","1019.8"," 8","989.2"," 8","999.9"," 0","  7.8"," 8"," 14.0","999.9","  47.8","*","  23.4","*"," 0.00","G","  0.4","000000"
